Train Number,Train Name,Source,Destination,Departure,Arrival,Journey Time (mins),Distance (km),Line/Route,Division,Direction
37218,Barddhaman - Howrah Local,Barddhaman,Howrah,22:16,00:54,158,107,Main Line,Howrah,DOWN
37218,Barddhaman - Howrah Local,Barddhaman,Howrah,22:21,00:36,135,95,Chord Line,Howrah,DOWN
37220,Barddhaman - Howrah Local,Barddhaman,Howrah,22:36,01:09,153,107,Main Line,Howrah,DOWN
37220,Barddhaman - Howrah Local,Barddhaman,Howrah,22:39,00:58,139,95,Chord Line,Howrah,DOWN
37222,Barddhaman - Howrah Local,Barddhaman,Howrah,22:56,01:28,152,107,Main Line,Howrah,DOWN
37222,Barddhaman - Howrah Local,Barddhaman,Howrah,22:59,01:15,136,95,Chord Line,Howrah,DOWN
37224,Barddhaman - Howrah Local,Barddhaman,Howrah,23:15,01:48,153,107,Main Line,Howrah,DOWN
37224,Barddhaman - Howrah Local,Barddhaman,Howrah,23:21,01:33,132,95,Chord Line,Howrah,DOWN
37226,Barddhaman - Howrah Local,Barddhaman,Howrah,23:34,02:09,155,107,Main Line,Howrah,DOWN
37226,Barddhaman - Howrah Local,Barddhaman,Howrah,23:39,01:55,136,95,Chord Line,Howrah,DOWN
37228,Barddhaman - Howrah Local,Barddhaman,Howrah,23:52,02:26,154,107,Main Line,Howrah,DOWN
37102,Belmuri - Howrah Local,Belmuri,Howrah,03:00,04:11,71,46,Chord Line,Howrah,DOWN
37104,Belmuri - Howrah Local,Belmuri,Howrah,03:23,04:36,73,46,Chord Line,Howrah,DOWN
37106,Belmuri - Howrah Local,Belmuri,Howrah,03:50,05:02,72,46,Chord Line,Howrah,DOWN
37108,Belmuri - Howrah Local,Belmuri,Howrah,04:17,05:30,73,46,Chord Line,Howrah,DOWN
37110,Belmuri - Howrah Local,Belmuri,Howrah,04:42,05:53,71,46,Chord Line,Howrah,DOWN
37112,Belmuri - Howrah Local,Belmuri,Howrah,05:05,06:11,66,46,Chord Line,Howrah,DOWN
37114,Belmuri - Howrah Local,Belmuri,Howrah,05:32,06:40,68,46,Chord Line,Howrah,DOWN
37116,Belmuri - Howrah Local,Belmuri,Howrah,05:57,07:03,66,46,Chord Line,Howrah,DOWN
37118,Belmuri - Howrah Local,Belmuri,Howrah,06:24,07:35,71,46,Chord Line,Howrah,DOWN
37120,Belmuri - Howrah Local,Belmuri,Howrah,06:48,07:56,68,46,Chord Line,Howrah,DOWN
37122,Belmuri - Howrah Local,Belmuri,Howrah,07:14,08:22,68,46,Chord Line,Howrah,DOWN
37124,Belmuri - Howrah Local,Belmuri,Howrah,07:39,08:49,70,46,Chord Line,Howrah,DOWN
37126,Belmuri - Howrah Local,Belmuri,Howrah,08:02,09:14,72,46,Chord Line,Howrah,DOWN
37128,Belmuri - Howrah Local,Belmuri,Howrah,08:27,09:33,66,46,Chord Line,Howrah,DOWN
37130,Belmuri - Howrah Local,Belmuri,Howrah,08:52,10:02,70,46,Chord Line,Howrah,DOWN
37132,Belmuri - Howrah Local,Belmuri,Howrah,09:17,10:24,67,46,Chord Line,Howrah,DOWN
37134,Belmuri - Howrah Local,Belmuri,Howrah,09:44,10:53,69,46,Chord Line,Howrah,DOWN
37136,Belmuri - Howrah Local,Belmuri,Howrah,10:11,11:18,67,46,Chord Line,Howrah,DOWN
37138,Belmuri - Howrah Local,Belmuri,Howrah,10:35,11:43,68,46,Chord Line,Howrah,DOWN
37140,Belmuri - Howrah Local,Belmuri,Howrah,11:02,12:13,71,46,Chord Line,Howrah,DOWN
37142,Belmuri - Howrah Local,Belmuri,Howrah,11:29,12:39,70,46,Chord Line,Howrah,DOWN
37144,Belmuri - Howrah Local,Belmuri,Howrah,11:54,13:05,71,46,Chord Line,Howrah,DOWN
37146,Belmuri - Howrah Local,Belmuri,Howrah,12:19,13:33,74,46,Chord Line,Howrah,DOWN
37148,Belmuri - Howrah Local,Belmuri,Howrah,12:42,13:53,71,46,Chord Line,Howrah,DOWN
37150,Belmuri - Howrah Local,Belmuri,Howrah,13:09,14:15,66,46,Chord Line,Howrah,DOWN
37152,Belmuri - Howrah Local,Belmuri,Howrah,13:33,14:47,74,46,Chord Line,Howrah,DOWN
37154,Belmuri - Howrah Local,Belmuri,Howrah,13:57,15:08,71,46,Chord Line,Howrah,DOWN
37156,Belmuri - Howrah Local,Belmuri,Howrah,14:22,15:34,72,46,Chord Line,Howrah,DOWN
37158,Belmuri - Howrah Local,Belmuri,Howrah,14:48,15:56,68,46,Chord Line,Howrah,DOWN
37160,Belmuri - Howrah Local,Belmuri,Howrah,15:13,16:22,69,46,Chord Line,Howrah,DOWN
37162,Belmuri - Howrah Local,Belmuri,Howrah,15:36,16:50,74,46,Chord Line,Howrah,DOWN
37164,Belmuri - Howrah Local,Belmuri,Howrah,16:00,17:09,69,46,Chord Line,Howrah,DOWN
37166,Belmuri - Howrah Local,Belmuri,Howrah,16:24,17:38,74,46,Chord Line,Howrah,DOWN
37168,Belmuri - Howrah Local,Belmuri,Howrah,16:51,18:05,74,46,Chord Line,Howrah,DOWN
37170,Belmuri - Howrah Local,Belmuri,Howrah,17:18,18:30,72,46,Chord Line,Howrah,DOWN
37172,Belmuri - Howrah Local,Belmuri,Howrah,17:41,18:48,67,46,Chord Line,Howrah,DOWN
37174,Belmuri - Howrah Local,Belmuri,Howrah,18:07,19:15,68,46,Chord Line,Howrah,DOWN
37176,Belmuri - Howrah Local,Belmuri,Howrah,18:30,19:43,73,46,Chord Line,Howrah,DOWN
37178,Belmuri - Howrah Local,Belmuri,Howrah,18:53,20:03,70,46,Chord Line,Howrah,DOWN
37180,Belmuri - Howrah Local,Belmuri,Howrah,19:18,20:26,68,46,Chord Line,Howrah,DOWN
37182,Belmuri - Howrah Local,Belmuri,Howrah,19:43,20:57,74,46,Chord Line,Howrah,DOWN
37184,Belmuri - Howrah Local,Belmuri,Howrah,20:09,21:17,68,46,Chord Line,Howrah,DOWN
37186,Belmuri - Howrah Local,Belmuri,Howrah,20:34,21:40,66,46,Chord Line,Howrah,DOWN
37188,Belmuri - Howrah Local,Belmuri,Howrah,20:59,22:08,69,46,Chord Line,Howrah,DOWN
37190,Belmuri - Howrah Local,Belmuri,Howrah,21:22,22:30,68,46,Chord Line,Howrah,DOWN
37192,Belmuri - Howrah Local,Belmuri,Howrah,21:46,22:56,70,46,Chord Line,Howrah,DOWN
37194,Belmuri - Howrah Local,Belmuri,Howrah,22:10,23:19,69,46,Chord Line,Howrah,DOWN
37196,Belmuri - Howrah Local,Belmuri,Howrah,22:34,23:41,67,46,Chord Line,Howrah,DOWN
37198,Belmuri - Howrah Local,Belmuri,Howrah,22:58,00:05,67,46,Chord Line,Howrah,DOWN
37200,Belmuri - Howrah Local,Belmuri,Howrah,23:24,00:30,66,46,Chord Line,Howrah,DOWN
37202,Belmuri - Howrah Local,Belmuri,Howrah,23:47,00:59,72,46,Chord Line,Howrah,DOWN
37102,Chandanpur - Howrah Local,Chandanpur,Howrah,03:00,03:57,57,41,Chord Line,Howrah,DOWN
37104,Chandanpur - Howrah Local,Chandanpur,Howrah,03:24,04:23,59,41,Chord Line,Howrah,DOWN
37106,Chandanpur - Howrah Local,Chandanpur,Howrah,03:49,04:48,59,41,Chord Line,Howrah,DOWN
37108,Chandanpur - Howrah Local,Chandanpur,Howrah,04:14,05:16,62,41,Chord Line,Howrah,DOWN
37110,Chandanpur - Howrah Local,Chandanpur,Howrah,04:41,05:40,59,41,Chord Line,Howrah,DOWN
37112,Chandanpur - Howrah Local,Chandanpur,Howrah,05:04,06:07,63,41,Chord Line,Howrah,DOWN
37114,Chandanpur - Howrah Local,Chandanpur,Howrah,05:30,06:30,60,41,Chord Line,Howrah,DOWN
37116,Chandanpur - Howrah Local,Chandanpur,Howrah,05:55,06:56,61,41,Chord Line,Howrah,DOWN
37118,Chandanpur - Howrah Local,Chandanpur,Howrah,06:21,07:23,62,41,Chord Line,Howrah,DOWN
37120,Chandanpur - Howrah Local,Chandanpur,Howrah,06:47,07:51,64,41,Chord Line,Howrah,DOWN
37122,Chandanpur - Howrah Local,Chandanpur,Howrah,07:13,08:11,58,41,Chord Line,Howrah,DOWN
37124,Chandanpur - Howrah Local,Chandanpur,Howrah,07:38,08:35,57,41,Chord Line,Howrah,DOWN
37126,Chandanpur - Howrah Local,Chandanpur,Howrah,08:04,09:04,60,41,Chord Line,Howrah,DOWN
37128,Chandanpur - Howrah Local,Chandanpur,Howrah,08:27,09:30,63,41,Chord Line,Howrah,DOWN
37130,Chandanpur - Howrah Local,Chandanpur,Howrah,08:53,09:51,58,41,Chord Line,Howrah,DOWN
37132,Chandanpur - Howrah Local,Chandanpur,Howrah,09:17,10:14,57,41,Chord Line,Howrah,DOWN
37134,Chandanpur - Howrah Local,Chandanpur,Howrah,09:40,10:37,57,41,Chord Line,Howrah,DOWN
37136,Chandanpur - Howrah Local,Chandanpur,Howrah,10:03,10:59,56,41,Chord Line,Howrah,DOWN
37138,Chandanpur - Howrah Local,Chandanpur,Howrah,10:29,11:31,62,41,Chord Line,Howrah,DOWN
37140,Chandanpur - Howrah Local,Chandanpur,Howrah,10:53,11:54,61,41,Chord Line,Howrah,DOWN
37142,Chandanpur - Howrah Local,Chandanpur,Howrah,11:20,12:20,60,41,Chord Line,Howrah,DOWN
37144,Chandanpur - Howrah Local,Chandanpur,Howrah,11:44,12:41,57,41,Chord Line,Howrah,DOWN
37146,Chandanpur - Howrah Local,Chandanpur,Howrah,12:11,13:15,64,41,Chord Line,Howrah,DOWN
37148,Chandanpur - Howrah Local,Chandanpur,Howrah,12:34,13:37,63,41,Chord Line,Howrah,DOWN
37150,Chandanpur - Howrah Local,Chandanpur,Howrah,13:00,14:00,60,41,Chord Line,Howrah,DOWN
37152,Chandanpur - Howrah Local,Chandanpur,Howrah,13:24,14:27,63,41,Chord Line,Howrah,DOWN
37154,Chandanpur - Howrah Local,Chandanpur,Howrah,13:50,14:50,60,41,Chord Line,Howrah,DOWN
37156,Chandanpur - Howrah Local,Chandanpur,Howrah,14:17,15:18,61,41,Chord Line,Howrah,DOWN
37158,Chandanpur - Howrah Local,Chandanpur,Howrah,14:44,15:48,64,41,Chord Line,Howrah,DOWN
37160,Chandanpur - Howrah Local,Chandanpur,Howrah,15:11,16:07,56,41,Chord Line,Howrah,DOWN
37162,Chandanpur - Howrah Local,Chandanpur,Howrah,15:34,16:31,57,41,Chord Line,Howrah,DOWN
37164,Chandanpur - Howrah Local,Chandanpur,Howrah,16:00,17:03,63,41,Chord Line,Howrah,DOWN
37166,Chandanpur - Howrah Local,Chandanpur,Howrah,16:26,17:28,62,41,Chord Line,Howrah,DOWN
37168,Chandanpur - Howrah Local,Chandanpur,Howrah,16:51,17:54,63,41,Chord Line,Howrah,DOWN
37170,Chandanpur - Howrah Local,Chandanpur,Howrah,17:17,18:13,56,41,Chord Line,Howrah,DOWN
37172,Chandanpur - Howrah Local,Chandanpur,Howrah,17:40,18:44,64,41,Chord Line,Howrah,DOWN
37174,Chandanpur - Howrah Local,Chandanpur,Howrah,18:04,19:02,58,41,Chord Line,Howrah,DOWN
37176,Chandanpur - Howrah Local,Chandanpur,Howrah,18:29,19:31,62,41,Chord Line,Howrah,DOWN
37178,Chandanpur - Howrah Local,Chandanpur,Howrah,18:55,19:55,60,41,Chord Line,Howrah,DOWN
37180,Chandanpur - Howrah Local,Chandanpur,Howrah,19:19,20:22,63,41,Chord Line,Howrah,DOWN
37182,Chandanpur - Howrah Local,Chandanpur,Howrah,19:45,20:48,63,41,Chord Line,Howrah,DOWN
37184,Chandanpur - Howrah Local,Chandanpur,Howrah,20:08,21:12,64,41,Chord Line,Howrah,DOWN
37186,Chandanpur - Howrah Local,Chandanpur,Howrah,20:35,21:38,63,41,Chord Line,Howrah,DOWN
37188,Chandanpur - Howrah Local,Chandanpur,Howrah,21:02,22:06,64,41,Chord Line,Howrah,DOWN
37190,Chandanpur - Howrah Local,Chandanpur,Howrah,21:28,22:32,64,41,Chord Line,Howrah,DOWN
37192,Chandanpur - Howrah Local,Chandanpur,Howrah,21:52,22:54,62,41,Chord Line,Howrah,DOWN
37194,Chandanpur - Howrah Local,Chandanpur,Howrah,22:15,23:18,63,41,Chord Line,Howrah,DOWN
37196,Chandanpur - Howrah Local,Chandanpur,Howrah,22:40,23:42,62,41,Chord Line,Howrah,DOWN
37198,Chandanpur - Howrah Local,Chandanpur,Howrah,23:07,00:08,61,41,Chord Line,Howrah,DOWN
37200,Chandanpur - Howrah Local,Chandanpur,Howrah,23:34,00:35,61,41,Chord Line,Howrah,DOWN
37102,Goghat - Howrah Local,Goghat,Howrah,03:00,05:14,134,91,Tarakeswar Line,Howrah,DOWN
37104,Goghat - Howrah Local,Goghat,Howrah,03:35,05:48,133,91,Tarakeswar Line,Howrah,DOWN
37106,Goghat - Howrah Local,Goghat,Howrah,04:08,06:22,134,91,Tarakeswar Line,Howrah,DOWN
37108,Goghat - Howrah Local,Goghat,Howrah,04:44,06:55,131,91,Tarakeswar Line,Howrah,DOWN
37110,Goghat - Howrah Local,Goghat,Howrah,05:20,07:31,131,91,Tarakeswar Line,Howrah,DOWN
37112,Goghat - Howrah Local,Goghat,Howrah,05:56,08:06,130,91,Tarakeswar Line,Howrah,DOWN
37114,Goghat - Howrah Local,Goghat,Howrah,06:31,08:37,126,91,Tarakeswar Line,Howrah,DOWN
37116,Goghat - Howrah Local,Goghat,Howrah,07:05,09:15,130,91,Tarakeswar Line,Howrah,DOWN
37118,Goghat - Howrah Local,Goghat,Howrah,07:42,09:52,130,91,Tarakeswar Line,Howrah,DOWN
37120,Goghat - Howrah Local,Goghat,Howrah,08:19,10:32,133,91,Tarakeswar Line,Howrah,DOWN
37122,Goghat - Howrah Local,Goghat,Howrah,08:52,11:00,128,91,Tarakeswar Line,Howrah,DOWN
37124,Goghat - Howrah Local,Goghat,Howrah,09:29,11:35,126,91,Tarakeswar Line,Howrah,DOWN
37126,Goghat - Howrah Local,Goghat,Howrah,10:06,12:12,126,91,Tarakeswar Line,Howrah,DOWN
37128,Goghat - Howrah Local,Goghat,Howrah,10:41,12:54,133,91,Tarakeswar Line,Howrah,DOWN
37130,Goghat - Howrah Local,Goghat,Howrah,11:16,13:24,128,91,Tarakeswar Line,Howrah,DOWN
37132,Goghat - Howrah Local,Goghat,Howrah,11:49,13:56,127,91,Tarakeswar Line,Howrah,DOWN
37134,Goghat - Howrah Local,Goghat,Howrah,12:26,14:36,130,91,Tarakeswar Line,Howrah,DOWN
37136,Goghat - Howrah Local,Goghat,Howrah,13:01,15:11,130,91,Tarakeswar Line,Howrah,DOWN
37138,Goghat - Howrah Local,Goghat,Howrah,13:35,15:45,130,91,Tarakeswar Line,Howrah,DOWN
37140,Goghat - Howrah Local,Goghat,Howrah,14:10,16:17,127,91,Tarakeswar Line,Howrah,DOWN
37142,Goghat - Howrah Local,Goghat,Howrah,14:43,16:51,128,91,Tarakeswar Line,Howrah,DOWN
37144,Goghat - Howrah Local,Goghat,Howrah,15:20,17:28,128,91,Tarakeswar Line,Howrah,DOWN
37146,Goghat - Howrah Local,Goghat,Howrah,15:57,18:08,131,91,Tarakeswar Line,Howrah,DOWN
37148,Goghat - Howrah Local,Goghat,Howrah,16:33,18:43,130,91,Tarakeswar Line,Howrah,DOWN
37150,Goghat - Howrah Local,Goghat,Howrah,17:07,19:20,133,91,Tarakeswar Line,Howrah,DOWN
37152,Goghat - Howrah Local,Goghat,Howrah,17:41,19:55,134,91,Tarakeswar Line,Howrah,DOWN
37154,Goghat - Howrah Local,Goghat,Howrah,18:15,20:26,131,91,Tarakeswar Line,Howrah,DOWN
37156,Goghat - Howrah Local,Goghat,Howrah,18:48,20:56,128,91,Tarakeswar Line,Howrah,DOWN
37158,Goghat - Howrah Local,Goghat,Howrah,19:21,21:29,128,91,Tarakeswar Line,Howrah,DOWN
37160,Goghat - Howrah Local,Goghat,Howrah,19:58,22:10,132,91,Tarakeswar Line,Howrah,DOWN
37162,Goghat - Howrah Local,Goghat,Howrah,20:34,22:43,129,91,Tarakeswar Line,Howrah,DOWN
37164,Goghat - Howrah Local,Goghat,Howrah,21:10,23:18,128,91,Tarakeswar Line,Howrah,DOWN
37166,Goghat - Howrah Local,Goghat,Howrah,21:46,23:57,131,91,Tarakeswar Line,Howrah,DOWN
37168,Goghat - Howrah Local,Goghat,Howrah,22:20,00:30,130,91,Tarakeswar Line,Howrah,DOWN
37170,Goghat - Howrah Local,Goghat,Howrah,22:53,00:59,126,91,Tarakeswar Line,Howrah,DOWN
37172,Goghat - Howrah Local,Goghat,Howrah,23:26,01:39,133,91,Tarakeswar Line,Howrah,DOWN
37101,Howrah - Bandel Local,Howrah,Bandel,03:00,04:04,64,40,Main Line,Howrah,UP
37313,Howrah - Barddhaman Local,Howrah,Barddhaman,03:00,05:31,151,107,Main Line,Howrah,UP
37439,Howrah - Barddhaman Local,Howrah,Barddhaman,03:00,05:14,134,95,Chord Line,Howrah,UP
37563,Howrah - Tarakeswar Local,Howrah,Tarakeswar,03:00,04:26,86,57,Tarakeswar Line,Howrah,UP
37703,Howrah - Goghat Local,Howrah,Goghat,03:00,05:08,128,91,Tarakeswar Line,Howrah,UP
37775,Howrah - Arambagh Local,Howrah,Arambagh,03:00,04:58,118,81,Tarakeswar Line,Howrah,UP
37839,Howrah - Katwa Local,Howrah,Katwa,03:00,06:27,207,144,Main Line,Howrah,UP
37911,Howrah - Shrirampur Local,Howrah,Shrirampur,03:00,03:32,32,20,Main Line,Howrah,UP
38081,Howrah - Belmuri Local,Howrah,Belmuri,03:00,04:10,70,46,Chord Line,Howrah,UP
38183,Howrah - Chandanpur Local,Howrah,Chandanpur,03:00,03:59,59,41,Chord Line,Howrah,UP
38285,Howrah - Masagram Local,Howrah,Masagram,03:00,04:41,101,72,Chord Line,Howrah,UP
38359,Howrah - Kamarkundu Local,Howrah,Kamarkundu,03:00,03:53,53,33,Chord Line,Howrah,UP
37103,Howrah - Bandel Local,Howrah,Bandel,03:12,04:21,69,40,Main Line,Howrah,UP
37913,Howrah - Shrirampur Local,Howrah,Shrirampur,03:16,03:52,36,20,Main Line,Howrah,UP
37315,Howrah - Barddhaman Local,Howrah,Barddhaman,03:18,05:54,156,107,Main Line,Howrah,UP
37565,Howrah - Tarakeswar Local,Howrah,Tarakeswar,03:19,04:48,89,57,Tarakeswar Line,Howrah,UP
38361,Howrah - Kamarkundu Local,Howrah,Kamarkundu,03:20,04:15,55,33,Chord Line,Howrah,UP
37441,Howrah - Barddhaman Local,Howrah,Barddhaman,03:22,05:33,131,95,Chord Line,Howrah,UP
38083,Howrah - Belmuri Local,Howrah,Belmuri,03:23,04:35,72,46,Chord Line,Howrah,UP
38185,Howrah - Chandanpur Local,Howrah,Chandanpur,03:23,04:19,56,41,Chord Line,Howrah,UP
37105,Howrah - Bandel Local,Howrah,Bandel,03:26,04:31,65,40,Main Line,Howrah,UP
37915,Howrah - Shrirampur Local,Howrah,Shrirampur,03:31,04:02,31,20,Main Line,Howrah,UP
38287,Howrah - Masagram Local,Howrah,Masagram,03:33,05:14,101,72,Chord Line,Howrah,UP
37567,Howrah - Tarakeswar Local,Howrah,Tarakeswar,03:36,05:07,91,57,Tarakeswar Line,Howrah,UP
37705,Howrah - Goghat Local,Howrah,Goghat,03:36,05:50,134,91,Tarakeswar Line,Howrah,UP
37841,Howrah - Katwa Local,Howrah,Katwa,03:36,07:05,209,144,Main Line,Howrah,UP
37107,Howrah - Bandel Local,Howrah,Bandel,03:37,04:43,66,40,Main Line,Howrah,UP
38363,Howrah - Kamarkundu Local,Howrah,Kamarkundu,03:38,04:37,59,33,Chord Line,Howrah,UP
37317,Howrah - Barddhaman Local,Howrah,Barddhaman,03:39,06:12,153,107,Main Line,Howrah,UP
37443,Howrah - Barddhaman Local,Howrah,Barddhaman,03:41,05:53,132,95,Chord Line,Howrah,UP
37777,Howrah - Arambagh Local,Howrah,Arambagh,03:41,05:39,118,81,Tarakeswar Line,Howrah,UP
38085,Howrah - Belmuri Local,Howrah,Belmuri,03:46,04:55,69,46,Chord Line,Howrah,UP
38187,Howrah - Chandanpur Local,Howrah,Chandanpur,03:46,04:42,56,41,Chord Line,Howrah,UP
37917,Howrah - Shrirampur Local,Howrah,Shrirampur,03:47,04:21,34,20,Main Line,Howrah,UP
37109,Howrah - Bandel Local,Howrah,Bandel,03:49,04:57,68,40,Main Line,Howrah,UP
37569,Howrah - Tarakeswar Local,Howrah,Tarakeswar,03:54,05:27,93,57,Tarakeswar Line,Howrah,UP
37319,Howrah - Barddhaman Local,Howrah,Barddhaman,03:58,06:34,156,107,Main Line,Howrah,UP
38365,Howrah - Kamarkundu Local,Howrah,Kamarkundu,03:58,04:49,51,33,Chord Line,Howrah,UP
37445,Howrah - Barddhaman Local,Howrah,Barddhaman,04:01,06:14,133,95,Chord Line,Howrah,UP
37111,Howrah - Bandel Local,Howrah,Bandel,04:03,05:05,62,40,Main Line,Howrah,UP
37919,Howrah - Shrirampur Local,Howrah,Shrirampur,04:04,04:36,32,20,Main Line,Howrah,UP
37707,Howrah - Goghat Local,Howrah,Goghat,04:10,06:21,131,91,Tarakeswar Line,Howrah,UP
38289,Howrah - Masagram Local,Howrah,Masagram,04:10,05:56,106,72,Chord Line,Howrah,UP
37571,Howrah - Tarakeswar Local,Howrah,Tarakeswar,04:13,05:41,88,57,Tarakeswar Line,Howrah,UP
37843,Howrah - Katwa Local,Howrah,Katwa,04:13,07:45,212,144,Main Line,Howrah,UP
38087,Howrah - Belmuri Local,Howrah,Belmuri,04:13,05:24,71,46,Chord Line,Howrah,UP
38189,Howrah - Chandanpur Local,Howrah,Chandanpur,04:13,05:10,57,41,Chord Line,Howrah,UP
37113,Howrah - Bandel Local,Howrah,Bandel,04:16,05:21,65,40,Main Line,Howrah,UP
38367,Howrah - Kamarkundu Local,Howrah,Kamarkundu,04:17,05:08,51,33,Chord Line,Howrah,UP
37321,Howrah - Barddhaman Local,Howrah,Barddhaman,04:18,06:52,154,107,Main Line,Howrah,UP
37921,Howrah - Shrirampur Local,Howrah,Shrirampur,04:18,04:50,32,20,Main Line,Howrah,UP
37779,Howrah - Arambagh Local,Howrah,Arambagh,04:21,06:15,114,81,Tarakeswar Line,Howrah,UP
37447,Howrah - Barddhaman Local,Howrah,Barddhaman,04:22,06:40,138,95,Chord Line,Howrah,UP
37115,Howrah - Bandel Local,Howrah,Bandel,04:29,05:32,63,40,Main Line,Howrah,UP
37573,Howrah - Tarakeswar Local,Howrah,Tarakeswar,04:29,05:57,88,57,Tarakeswar Line,Howrah,UP
37923,Howrah - Shrirampur Local,Howrah,Shrirampur,04:35,05:11,36,20,Main Line,Howrah,UP
38369,Howrah - Kamarkundu Local,Howrah,Kamarkundu,04:38,05:30,52,33,Chord Line,Howrah,UP
38089,Howrah - Belmuri Local,Howrah,Belmuri,04:39,05:50,71,46,Chord Line,Howrah,UP
38191,Howrah - Chandanpur Local,Howrah,Chandanpur,04:39,05:35,56,41,Chord Line,Howrah,UP
37323,Howrah - Barddhaman Local,Howrah,Barddhaman,04:40,07:15,155,107,Main Line,Howrah,UP
37117,Howrah - Bandel Local,Howrah,Bandel,04:42,05:48,66,40,Main Line,Howrah,UP
37449,Howrah - Barddhaman Local,Howrah,Barddhaman,04:44,06:57,133,95,Chord Line,Howrah,UP
38291,Howrah - Masagram Local,Howrah,Masagram,04:44,06:25,101,72,Chord Line,Howrah,UP
37709,Howrah - Goghat Local,Howrah,Goghat,04:46,06:54,128,91,Tarakeswar Line,Howrah,UP
37845,Howrah - Katwa Local,Howrah,Katwa,04:46,08:13,207,144,Main Line,Howrah,UP
37575,Howrah - Tarakeswar Local,Howrah,Tarakeswar,04:48,06:22,94,57,Tarakeswar Line,Howrah,UP
37925,Howrah - Shrirampur Local,Howrah,Shrirampur,04:52,05:31,39,20,Main Line,Howrah,UP
37119,Howrah - Bandel Local,Howrah,Bandel,04:53,06:00,67,40,Main Line,Howrah,UP
38371,Howrah - Kamarkundu Local,Howrah,Kamarkundu,04:56,05:51,55,33,Chord Line,Howrah,UP
37325,Howrah - Barddhaman Local,Howrah,Barddhaman,04:59,07:31,152,107,Main Line,Howrah,UP
38091,Howrah - Belmuri Local,Howrah,Belmuri,05:02,06:11,69,46,Chord Line,Howrah,UP
37781,Howrah - Arambagh Local,Howrah,Arambagh,05:03,07:00,117,81,Tarakeswar Line,Howrah,UP
37451,Howrah - Barddhaman Local,Howrah,Barddhaman,05:04,07:22,138,95,Chord Line,Howrah,UP
38193,Howrah - Chandanpur Local,Howrah,Chandanpur,05:04,06:04,60,41,Chord Line,Howrah,UP
37121,Howrah - Bandel Local,Howrah,Bandel,05:06,06:08,62,40,Main Line,Howrah,UP
37577,Howrah - Tarakeswar Local,Howrah,Tarakeswar,05:07,06:40,93,57,Tarakeswar Line,Howrah,UP
37927,Howrah - Shrirampur Local,Howrah,Shrirampur,05:09,05:47,38,20,Main Line,Howrah,UP
37123,Howrah - Bandel Local,Howrah,Bandel,05:16,06:22,66,40,Main Line,Howrah,UP
38373,Howrah - Kamarkundu Local,Howrah,Kamarkundu,05:16,06:13,57,33,Chord Line,Howrah,UP
37327,Howrah - Barddhaman Local,Howrah,Barddhaman,05:19,07:56,157,107,Main Line,Howrah,UP
38293,Howrah - Masagram Local,Howrah,Masagram,05:19,07:06,107,72,Chord Line,Howrah,UP
37711,Howrah - Goghat Local,Howrah,Goghat,05:22,07:30,128,91,Tarakeswar Line,Howrah,UP
37847,Howrah - Katwa Local,Howrah,Katwa,05:22,08:56,214,144,Main Line,Howrah,UP
37929,Howrah - Shrirampur Local,Howrah,Shrirampur,05:23,05:58,35,20,Main Line,Howrah,UP
37453,Howrah - Barddhaman Local,Howrah,Barddhaman,05:25,07:38,133,95,Chord Line,Howrah,UP
37579,Howrah - Tarakeswar Local,Howrah,Tarakeswar,05:25,06:51,86,57,Tarakeswar Line,Howrah,UP
38093,Howrah - Belmuri Local,Howrah,Belmuri,05:25,06:39,74,46,Chord Line,Howrah,UP
37125,Howrah - Bandel Local,Howrah,Bandel,05:27,06:33,66,40,Main Line,Howrah,UP
38195,Howrah - Chandanpur Local,Howrah,Chandanpur,05:27,06:24,57,41,Chord Line,Howrah,UP
38375,Howrah - Kamarkundu Local,Howrah,Kamarkundu,05:34,06:26,52,33,Chord Line,Howrah,UP
37931,Howrah - Shrirampur Local,Howrah,Shrirampur,05:37,06:11,34,20,Main Line,Howrah,UP
37127,Howrah - Bandel Local,Howrah,Bandel,05:38,06:43,65,40,Main Line,Howrah,UP
37329,Howrah - Barddhaman Local,Howrah,Barddhaman,05:41,08:15,154,107,Main Line,Howrah,UP
37581,Howrah - Tarakeswar Local,Howrah,Tarakeswar,05:44,07:14,90,57,Tarakeswar Line,Howrah,UP
37783,Howrah - Arambagh Local,Howrah,Arambagh,05:44,07:39,115,81,Tarakeswar Line,Howrah,UP
37455,Howrah - Barddhaman Local,Howrah,Barddhaman,05:46,08:00,134,95,Chord Line,Howrah,UP
37129,Howrah - Bandel Local,Howrah,Bandel,05:50,06:57,67,40,Main Line,Howrah,UP
37933,Howrah - Shrirampur Local,Howrah,Shrirampur,05:50,06:23,33,20,Main Line,Howrah,UP
38197,Howrah - Chandanpur Local,Howrah,Chandanpur,05:50,06:49,59,41,Chord Line,Howrah,UP
38095,Howrah - Belmuri Local,Howrah,Belmuri,05:52,07:02,70,46,Chord Line,Howrah,UP
38295,Howrah - Masagram Local,Howrah,Masagram,05:54,07:41,107,72,Chord Line,Howrah,UP
38377,Howrah - Kamarkundu Local,Howrah,Kamarkundu,05:54,06:47,53,33,Chord Line,Howrah,UP
37713,Howrah - Goghat Local,Howrah,Goghat,05:57,08:03,126,91,Tarakeswar Line,Howrah,UP
